,RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which of the following Star Wars films have you seen? Please select all that apply.,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
1099,3288522525.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,No,FEMALE,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic
1100,3288522488.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,4,1,3,2,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Han,Yes,Yes,No,FEMALE,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
1101,3288521325.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,4,2,1,3,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Han,No,,No,MALE,30-44,"$150,000+",Bachelor degree,New England
1102,3288519037.0,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1,4,5,6,2,3,Very favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,,No,FEMALE,> 60,"$150,000+",Graduate degree,South Atlantic
1103,3288516295.0,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,4,5,6,1,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,FEMALE,> 60,"$100,000 - $149,999",Graduate degree,East North Central
1104,3288515773.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,No,FEMALE,45-60,"$150,000+",Bachelor degree,East North Central
1105,3288514217.0,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,,4,5,1,6,2,3,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,FEMALE,18-29,"$50,000 - $99,999",Graduate degree,East South Central
1111,3288511180.0,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1,2,3,4,5,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,FEMALE,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
1113,3288506275.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,,Star Wars: Episode VI Return of the Jedi,5,3,6,1,2,4,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,Yes,MALE,45-60,"$150,000+",Graduate degree,Middle Atlantic
1114,3288505925.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,6,5,2,3,1,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,Yes,FEMALE,18-29,"$50,000 - $99,999",Some college or Associate degree,West North Central
1115,3288505737.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,3,4,1,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Han,No,,No,MALE,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
1118,3288504398.0,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1,2,3,4,5,6,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),I don't understand this question,No,,No,MALE,45-60,"$50,000 - $99,999",High school degree,Pacific
1119,3288502884.0,Yes,No,,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,6,3,1,2,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,Yes,FEMALE,18-29,"$25,000 - $49,999",Graduate degree,New England
1120,3288501301.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,2,1,5,6,4,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,,No,FEMALE,18-29,"$0 - $24,999",Graduate degree,Pacific
1124,3288497228.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1,5,6,2,4,3,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Han,No,,Yes,MALE,45-60,"$100,000 - $149,999",Graduate degree,West North Central
1127,3288492006.0,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,4,5,6,1,2,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,I don't understand this question,No,,Yes,FEMALE,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central
1128,3288484535.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,4,5,6,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Greedo,Yes,Yes,Yes,MALE,45-60,"$100,000 - $149,999",Graduate degree,West South Central
1129,3288482717.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,6,2,3,1,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,Yes,No,Yes,FEMALE,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
1130,3288482581.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,4,1,2,3,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,I don't understand this question,No,,Yes,MALE,30-44,"$50,000 - $99,999",Some college or Associate degree,East South Central
1131,3288482369.0,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1,2,3,4,5,6,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,Yes,Yes,Yes,FEMALE,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
1134,3288477753.0,Yes,No,Star Wars: Episode I  The Phantom Menace,,Star Wars: Episode III  Revenge of the Sith,,,,1,5,2,6,4,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,MALE,45-60,"$100,000 - $149,999",Bachelor degree,West South Central
1135,3288476971.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,4,5,2,1,3,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,Yes,FEMALE,30-44,"$50,000 - $99,999",Graduate degree,West North Central
1139,3288469047.0,Yes,No,Star Wars: Episode I  The Phantom Menace,,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,1,6,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,Yes,Yes,No,MALE,> 60,"$50,000 - $99,999",Graduate degree,West North Central
1145,3288453555.0,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1,2,3,4,5,6,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,No,MALE,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
1146,3288446700.0,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,5,6,4,1,2,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,Yes,MALE,45-60,"$150,000+",Graduate degree,New England
1147,3288446529.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,3,6,1,2,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,I don't understand this question,Yes,No,Yes,MALE,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
1148,3288445926.0,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,4,5,3,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,FEMALE,45-60,"$50,000 - $99,999",High school degree,West South Central
1150,3288442728.0,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,2,1,5,4,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,,Yes,FEMALE,30-44,"$50,000 - $99,999",Graduate degree,East North Central
